bibkey,ss_id,all_ss_ids,comment
Niem10a,38a508f72094aa3810427c53f1a54ebbf15b7294,,single doi match
Niem11,d3fdf1be1b16875985db2121c467e852b2e6e319,,single doi match
Niem11a,e2b916c12347faafc35876900a78ff9efe136791,,single doi match
Niem11b,05abf67f5320dd744e9edf76d5b04d4258bd49bd,,single doi match
Nill09a,336b5a32e73a31cbc276d6dd0750e5ca42cfe073,,single doi match
Nill11,1b2583976cd39108af8f0b7d9f1900b4e61e4c95,,single doi match
Noot22,0aabb1a4831d724bf28ef9a9a0d7bde6a1bb2ea7,,single doi match
Oei17,242895b9618a7225acb805571956c6843dae0858,,single doi match
Oei17a,6cc4abfa6775f257c9231648a24ac9d825b232dd,,single doi match
Oei18,3c92977e98bbb2991e1843f3c3a2941e651d019d,,single doi match
Olac20,98c18814c12cabb5b4b453141f28e6755527efbe,,single doi match
Pate17a,be15a442d2cf19f1bbbd779273055a2de727380c,,single doi match
Pate17b,3f054da4c1d6606941c18c65ae6e435a49758b7b,,single doi match
Pate18,3a0848c228f2bb19ce1afd4871105eb6a317a3dd,,single doi match
Pate19,59399693fa81c3142552dac2e4456eb066e62c60,,single doi match
Pate19a,03254edc77c0459ad9fd9ea458c3ae171c0a4247,,single doi match
Peri21,90b8115c01d3e9da20b6a5ac11139dc9d9946127,,single doi match
Pete20,2a7dafe1287670068300ff77401923f7e151b9f4,,single doi match
Phil13,7841c4cf59be69cbba55ff31f302d0e1d6323bff,,single doi match
Phil15,31be3cce5c1e9ae715c5fa2d97d1c0ea5b23223a,,single doi match
Phil15b,1e265722259ad5880226c71ac082a6c8d6f11d84,,single doi match
Phil19a,b5a66ad408861f79a1e6606da4ed23f772a7eb02,,single doi match
Pinc19,c14d3cf3f27b22bb8e6a3be573095173e7a917f1,,single doi match
Pinc20,499846b295c4a0926f18bcc484c0db00bfbf1300,,single doi match
Pinc21,05fc7e2ebc4b7b0efc9bc79d4c5119c1a4d8ae38,,single doi match
Pinc22,7201377df1b1bcfa9f4f57d797f561842e848c9f,,single doi match
Plat14,30562d0cc6cfc7526d678103b46d02e446af2df8,,single doi match
Pomp15,fd9e39eec2414dfe630f8fbd82b093ef18f2f6b4,,single doi match
Pomp16,b9c37550bf40f47dd0ce71ac59490144fd7707e8,,single doi match
Pomp16a,2de6f1a75703272b9140f19cfe83c0a42527ef72,,single doi match
Pomp17,bdba224a4595a84c0850c4bbc3d13b2582e4f08a,,single doi match
Prok20,12e5057823a452673ae0aa4f8a64d4a88fdeaf27,,single doi match
Pros12,629276b035ec77dbc9af62d747d2a923079ec12f,,single doi match
Pros13,fcb8b0a49b42ea6834e69133f752db45836ba1f8,,single doi match
Rabb14,03582bc12f4bb32136d028e3d09fa07b98b25bb9,,single doi match
Ramo12,1df43a13035c094cc8d3eafd058507f4f3e4c57c,,single doi match
Ramo15,2d49c0641c15bb0d0d00c11fbc0155c9942a9ba3,,single doi match
Reij18,d646accbc0394ecfa0da14066a825ca1695c8dac,,single doi match
Rein21,a9dc7e9f174dbd624d5a8294ca6dc9b671e1ae97,,single doi match
Rema16,69cc46b96b0e8b0926de51d7a5bf83e3c29897f9,,single doi match
Riad13,171511e9d4b9a921232d02464304ee443c23f897,,single doi match
Ridg15,fdf663cc9dda29d55f2e2f44f9876f3b08f854f8,,single doi match
Riel15,a920a54da22d5e6114588d1ad78fadba534c1ad4,,single doi match
Riel17,e80b85ea45f4af6ed7278be42553ead2ee5b991d,,single doi match
Riel17a,af7a0c17980d8692f50adb16c63d02deed0d54ad,,single doi match
Riel19,19495049936b938f43434c03cb18ea0702d6f09d,,single doi match
Rijt21a,455e92c1f629cd8065bc0c8287d3da52b451b98c,,single doi match
Rijt21b,19afccfe66de8733d799d45d816ed0ad8a8665f9,,single doi match
Rikx06a,f875a55eb7cd0a9ccb22a7419fd3a40b4d333d0c,"['401670e91d739c01d969f8e983ba130c5e8f9f23', 'f875a55eb7cd0a9ccb22a7419fd3a40b4d333d0c']","multiple doi matches ['401670e91d739c01d969f8e983ba130c5e8f9f23', 'f875a55eb7cd0a9ccb22a7419fd3a40b4d333d0c'], took the first one with most citations"
Rikx08,024bb3acac8036e8a335b909f91c78391dcd4868,,single doi match
Rikx08a,728b2b4783db4b9b2fe53835deea9bab95410ae8,,single doi match
Rikx08c,e1ea2775af2513166f2dc2eca6c1c6c7dac50d60,"['32b1b73e83b953b53cd4ac856e60df8692de1a08', 'e1ea2775af2513166f2dc2eca6c1c6c7dac50d60']","multiple doi matches ['32b1b73e83b953b53cd4ac856e60df8692de1a08', 'e1ea2775af2513166f2dc2eca6c1c6c7dac50d60'], took the first one with most citations"
Rikx09,35ed683f966071aa4d9e428ebdc7b245a310f9ea,,single doi match
Rikx09a,8a4482179ae334ba0dbd76060c30332a65f9861a,,single doi match
Rikx09b,a4b778f8e002b34fd337ada732d5257c846495a9,,single doi match
Rikx10,f640a7a2f5618c0ca8e49b84af937bc16e868175,,single doi match
Rikx10a,b75ff2b9b67d7eaa6d0ef3231b755cde8f6915b7,,single doi match
Rikx10b,338b5d8af7633715a9062049ac8445c8b830df6d,,single doi match
Rikx12,07b1cfaff7bb3fcdd0df7ddd43cf46258be9438b,,single doi match
Rikx12a,145633f228eda9babfe3f73fa981c6787f66541d,,single doi match
Rikx13,2b7ad6d27f934c4983e5ea9b1fa391926989e59c,"['2b7ad6d27f934c4983e5ea9b1fa391926989e59c', '4ee7ca8fde4701977fdbe11398cd4983fbbca8ae']","multiple doi matches ['2b7ad6d27f934c4983e5ea9b1fa391926989e59c', '4ee7ca8fde4701977fdbe11398cd4983fbbca8ae'], took the first one with most citations"
Ritc16,cb695909a72f6a2b288bded8058ce8ab6398424c,,single doi match
Rodr18,38f5f8539b523929aafed804c3533b62abdc3781,,single doi match
Rodr18a,8db5fb8ff224535dfeb095215b030e8d260344b7,,single doi match
Rodr18b,419668ed3bba71b382853b171b1bf4aecd83d483,,single doi match
Rodr19,1098db3a130ba082c6695a326b70d88dac71f27a,,single doi match
Roel03,ae276654985fe5b01288625048662340310f37e5,,single doi match
Roel06,980eb600637d3f07c103029a76bc20e5b005f9eb,,single doi match
Roel12,6beb86f0b9019f6de377b970b6e22feba507c190,,single doi match
Roest22b,0b10a3e57da548c641e38f7ad02937e6bd50203d,,single doi match
Ross20,d89bbd9b8c45e37b4e874fd1fb0690b1af338c29,,single doi match
Saad19,7cbf61f2d7b1fae068e3b815ebcb09e09555cd50,,single doi match
Saha21a,16bd5fd779ba5acfd59403d3e91d6cf6ecd28f93,,single doi match
Saks14,6873c25b4466ae69a4755dd1f937bf0b82f6ad11,,single doi match
Samu07,17076b47c70f579a9e3fc9a898c86dfe62fdfdca,,single doi match
Samu08,11ddc349211e0ee1ff0e463ef6933bfa9d3919fa,,single doi match
Samu09,390fb83c871c013ba98b5590a8c729266b05ed87,,single doi match
Samu10,7fa621703a760695adebedc925d1749efe73797d,,single doi match
Samu11,cfd171ef5dd78227c2253f32340d7d4c040d4444,,single doi match
Samu11a,413ed0cca2f1915d279ae891324633c18c89cb74,,single doi match
Sanc09,d6f43ce72b81460ebe93f3f3c959ff5983d66b07,,single doi match
Sanc09a,699e59747454c422766132be28c2aa3c4c04de99,,single doi match
Sanc09b,7c96564eb21ed23357d3ce5f33445756002ae47e,,single doi match
Sanc10,51371dc70506dbdcc2d79eb28783c80226d8bc36,,single doi match
Sanc10a,a0083e8d84d4858e4c85dcfce6db4ec18b57535a,,single doi match
Sanc11,c8ae5ea9ede39decae80e0e8f9a13b8b87fb6f75,,single doi match
Sanc12,30a5be97d463a7e30248c1c5cc3511ded6205d8f,,single doi match
Sand19a,57098a73d38c2b147b1dd2574d87b4c30eec21ab,,single doi match
Satt22,a9b2faab3a7195ee1deacda52004b4cd396f427a,,single doi match
Scha13,4f1105d82ae39f9705da50fc98f4b545d80723dc,,single doi match
Scha13a,c78606bf03806c66b3d24122d564173a448181ed,,single doi match
Scha14,dabf1c07425730421cd8e1bf4ad9d7fffb7b036f,,single doi match
Scha14a,6b18013b756f365ee486e752272327a554ea841a,,single doi match
Scha14b,bd9cd87e942d44cf6bd24a9a1105b4ec6c0883d5,,single doi match
Scha14c,c20ebcc69b4c426fa0231ce719576ed7ba7b0629,,single doi match
Scha14d,51d271d58ca1492055fa83f97019c34672c77dd0,,single doi match
Scha14e,6b18013b756f365ee486e752272327a554ea841a,,single doi match
Scha14h,76651ee9770b111f53dbcb92b3cb1174d3760073,,single doi match
Scha14i,711091a5f3498c65061d5cff533169a7b7cedf8a,,single doi match
Scha16,36f4a3250668a84acc6e3eff9f9b4f496dab24df,,single doi match
Scha22,fe0311bb9d578c2811912c020045f1c3b7345543,,single doi match
Schi05b,9631891250b66696348d177974c08c5ff523bde9,,single doi match
Schi06,89d57c0dfb6c4a5d0f883a96648569f605ba8b61,,single doi match
Schi06a,ccf65024e744697617e208593fd1d47f9c27d9aa,,single doi match
Schi08,ce9b7e56072a7ffdebdd6516a3044975ae38ac73,,single doi match
Schi09,7fcd3d506310b5c7deb6858027dfd9e6a3f40258,,single doi match
Schi10,cbf00889d89fe8c70d66ad190cc94c3ed25f7f42,,single doi match
Schi11,3d3ca5dc423c0265941d1dc9d8884b304a1ee4fe,,single doi match
Schi11a,182850da64dee765b90588045f836b2a20077a2e,,single doi match
Schi13,4a281df10b34a521ccfe28db516bc67e90df41af,,single doi match
Schi13a,6fd7b098a6d041926be75beb4fc1835f2c695d7d,,single doi match
Schi22,7383ab9582f0e50753a0571f6e4d759f99f49d27,,single doi match
Scho11a,1ac1810f6db89758612fd372617c71f07a7b018a,,single doi match
Scho13,696f9c08ce42d9e71407d05987e5f3aa62fad108,,single doi match
Scho13a,bec0446b87854ea9f5b0210565e3c49ace87f24e,,single doi match
Scho13b,f6f881961e305ee13ba292d599969a2ad8d1edcf,,single doi match
Scho14c,6ca452a24dbe147205850148d98163481aa22dc6,,single doi match
Scho14d,c00533c3203b54405ba3192167c83a080a536ff1,,single doi match
Scho14f,45a0d554907e10b52846ac7757e24f9ddc9a9d4e,,single doi match
Schr18,032a0374513489195712dabb380d0feb3bb85d46,,single doi match
Schr18b,a2f7d760233f22f037d17c8196ea1463597e66e8,,single doi match
Schr19,010f33ceac3fb9aae25cb7ef51ba0f0dda95bb24,,single doi match
Schr19b,766b44a5bc3a4ffb30dd1b4b4d76752e8c81698e,,single doi match
Schr20,0060644239845c59813a5a9122d34e1f75d18e4c,,single doi match
Schr20c,302fbaac065fe76b0f8d6e2bccc8c715d1ab230a,,single doi match
Schr21,c4422edc3d7460dc858db3e23cef64136a49628e,,single doi match
Schr21b,e6826552a5bff552a12087552097519a614ce0c3,,single doi match
Schr21c,53e10b43522e45781bfd4763b49aebba6602c0ac,,single doi match
Schr22,956fe0cd25879aa006d9885eba32da7100b6d338,,single doi match
Schuurmans22a,0de05b444cb65b031f018dc44309dca7f7618a7f,,single doi match
Sech20,4cfea5ab26c5824d616fa8e2562c0666ecee55aa,,single doi match
Seku20,4882a6d4e40e048921d04570bec76a217b35b25f,,single doi match
Selv06,49c24eee5a4beae2052e774c275e3a5a2411924e,,single doi match
Seti15,f59a55d1e7cb49f8b2062df48ecd267b24191aa8,,single doi match
Seti15a,c973f1bff6304e0e6d4656d1379d1414929b782f,,single doi match
Seti16,06c8b4c1dd0c045bc6a08d0062c5042b5588d55b,,single doi match
Seti17,7975bfe13445f81edddd6e101d7d469cd20cbd89,,single doi match
Silv18,6d4507a54e77f55af2bfa786ca804a13018ff273,,single doi match
Silv18a,4e67443737640a6d88642034266c0ce2d76d9ae7,,single doi match
Silv20,367878e980e109d80ad80066cec1961a940614ec,,single doi match
Slui02,ee7ea95666aa2686dbf70c6aeed8c2794ed3cbac,,single doi match
Slui03,e2e040d3f75ff4e4c04b281f46163806f80ebcce,,single doi match
Slui04,7a1964f613685258b49161681d67585ddff896c2,,single doi match
Slui05a,2421eaf85e274e59508c87df80bc4242edae7168,,single doi match
Slui06,cb724200872323436552c2303f4d8f3ae9ea7d1a,,single doi match
Slui06a,ecad8c357147604fc065e717f54758ad4c10552b,,single doi match
Smit12,656947026157a7e1248db7f764db9e09e98e3b18,,single doi match
Smit13,41ec277af272f5fd6146fb13a8816289a464f6fd,,single doi match
Smit15,f948e6ceea98e653874bae245610957e54c76121,,single doi match
Smit23,935f46ae7c1a5be1ed7a5e176db38fb919bf30df,,single doi match
Snoe03,21f36695f2f92200916359a1b61d5e5648e2dd49,,single doi match
Snoe04,8d31ec41bad5116e2cba21ba5b5d165f770c5d3c,,single doi match
Snoe05,2e5d21f0b2553210b0b0ec6e2b8c292de8c9106c,,single doi match
Snoe07,2a2d8905070d3dab2cdf73577193113a058326ac,,single doi match
Soga20,4e152f76ccc69de9323ff63ca8fc5bbb61fa1712,,single doi match
Soga22,1d5f65d8f721089fca1e7fac8d1ef214f12e2c23,,single doi match
Soly15,21a62e34c2b257a66a7f2f539364594b7756a681,,single doi match
Srik12,e5f7b5efa305a5936b7a89db4a30c35a8e51fe76,,single doi match
Staa02,d5ea31e555f04e668dce705c220241750de6b4f6,,single doi match
Staa04a,ac9748ea3945eb970cc32a37db7cfdfd0f22e74c,,single doi match
Stan18,a5535bb713b3cf4546242a3434877c95ee02b02b,,single doi match
Star09,d64d150155c9e1995efae28446625f1dfced6031,,single doi match
Stee17,17e7607acf9b2aeda7b32e369df4a5ea2f903194,,single doi match
Stei15,f00068fa78dee1aba549dda6d6dca018287bae61,,single doi match
Stoe08,399a236e0f31ec8a941285aae48be979bcd875ee,,single doi match
Stou12,e556afa60fd6588be8120f74d3a270930cb9869f,,single doi match
Stur19,9ff29e9553f0d93ef599c5afa90f311cc907d507,,single doi match
Sunoqrot22a,8c739636acd9cc63a1290e73bb34cf49b605d60d,,single doi match
Swid19,ddf3d225ccaeb05a912051c554b38f722f365a1b,,single doi match
Swid20,a9dc7e9f174dbd624d5a8294ca6dc9b671e1ae97,,single doi match
Swid20a,424bfbd0fcda2f8e5985acf173a5111af22f553d,,single doi match
Swid20b,ec43e78642d133ac0b19192ca26d0fcb0ba14a99,,single doi match
Swid20c,0a79db68b14b74dfd7637ed5b8a0a7aa2956e3ea,,single doi match
Swid20d,71cda147901a9122f82bb855f7e91c74e44eabbf,,single doi match
Takx14,b5233edf02fcfa9c994546ed8590246e2f432ec3,,single doi match
Tamm18,e6a0940e90b9a661ff2accfa5e8eefe56fd35263,,single doi match
Tan11,2704781e2ff16f7f31bd97e4d393e685b9ab0875,,single doi match
Tan12,443e44a373875423637e9b519b451031635f2d35,,single doi match
Tan12a,f3b57b52566e70cc625e741ef1b2a388175f989d,,single doi match
Tan13,0a0094567a4b50f0274c729c55d272608d1cdafc,,single doi match
Tan13a,8e7a787fc98d409a3f6c63826e53c60210894c19,,single doi match
Tan13c,534510f570af42f0affc5967dbcaefeb25948aa8,,single doi match
Tan13e,8139e856e3807c839ad70161f5e815552a083a64,,single doi match
Tan15,61d67f082bb776ac3a897dd2109bcb61d3660e7b,,single doi match
Tan16,16018e9f637a1353bcf8136c4643cea5d0de8bbd,,single doi match
Tanc10,d1a97815a9fa5d25ea4b55acb51cbc582c35407e,,single doi match
Tell18,d188bdc40ffea984ce94b88b21fd5d3d3d9972d3,,single doi match
Tell18a,6f55cc94e6a7b1e7f54b77aecf6b57773378fc21,,single doi match
Tell19a,35ee6606ec99b5bf282a0c5f400edbd16a6e22d9,,single doi match
Tell21,fed7c0d369d8991f6b76a661dedd0d1768a402d2,,single doi match
Timp02,0dba24303682aab3795c1493f5b639bd38d4358d,,single doi match
Timp04,475acaf8c5b6f148dd4faabc6a31d7a10605f748,,single doi match
Timp05,d41140f0a6e06d1c94715dcd3ce6c4a9cda8ef48,,single doi match
Timp07,6151c62ea8b3f95b4b4545807cc7b0c9794e9fbf,,single doi match
Timp10,01bb3eaa558de011fe6cf83f854ed64208cf6785,,single doi match
Trom12,6c9c323e06155fb6d4c3adff3ae733a45c55a4e6,,single doi match
Turn21,ffa308f1ec81d2c2e1e75103af34ba450c33ee25,,single doi match
Vare03,25296bf46f2f414dcb6a595df5cbd178db33760f,,single doi match
Vare06,35ad1f356614dfd1fa89f11720f00e25546eb996,,single doi match
Veld00,0d8168e66dd34b4039f31cc5f47482262c0be316,,single doi match
Veld00a,a89e968c04e1a53c00ade6242c95151f7b0306a1,,single doi match
Veld99a,c928564a62aecc7fa44d7df8351dddb4205f5a2b,,single doi match
Veli08d,77d011099d6238973e9650c55120bb45da1606c9,,single doi match
Veli09,035397ac5e8e55ade890c76064260a11bccd20a2,,single doi match
Veli09a,eeb232556baa984bf39d678b2619e58d47ee700d,,single doi match
Veli10,e7326df695929ed141164de483b8e651d9b57d52,,single doi match
Veli10a,5afc31c4d231f5f54b5ee029573b80ee72ead116,,single doi match
Veli12,6e1eac7fb957bdd979dca2a234a9e02ee4656245,,single doi match
Veli13,73de8d539bce0fed3f1d23153b169b00f35b4861,,single doi match
Velt08,c9f43a2a6b42656bafb03163e1498dc087d0b80d,,single doi match
Velz20,13c0cf335efd48efcb2f35187c5392e4a6e213b5,,single doi match
Ven11a,448cddc81736e13b617d55f2550ae3665dfb447e,,single doi match
Ven13,ef79b35cc95dd6c64d928f5043bc219be89d349f,,single doi match
Ven13b,9662f207e1ded0224a86f85f40dbaf2fd28dadd2,,single doi match
Ven16a,d267d21a0b48d6019c2fda657e64b4134b64a956,,single doi match
Ven16f,bceba1685bbddd5368222e849db3237cb7c25745,,single doi match
Vend17c,b51d0edf0370b89b246e7e67f58640ffebd2e224,,single doi match
Vend18,acaba0aa6a8a55104ae2cb09f093aa30621ffb47,,single doi match
Venh15b,ae6efa478f3ecc99f2273effad86f7a8a78a333a,,single doi match
Venh17a,e29513095896df886ebef0e1c8f8e40b6990cd70,,single doi match
Venh17b,855320ff1a3bda22505a8f9da2c24f56c5ee7712,,single doi match
Venh18,c4c99492376b43d7120067f806aa2d000fbc0b2f,,single doi match
Venk21,80ec09e2cb8244cab245f1108496af731d160ebf,,single doi match
Veta18,c377304af802f1ea67c6d696806a69f516a4472f,,single doi match
Vijv16,259805d3206e98af32a66eaf8fc0dfe73f595c4d,,single doi match
Vink88,8f9a31c0e676328f5beb217a9d0a17773eb663ab,,single doi match
Viss12,cebcb3fcae6f033310f2b02000109d815f58ce4f,,single doi match
Vlie22,08c1b02b22c53480dcf792b8346a5ae416a7bc00,,single doi match
Voge05,f215d3cfc9eca1506102addb38c3556bbfbcebfb,,single doi match
Voge07,3abdd710e114c17d1575d5f3342cf6a941dc9264,,single doi match
Vos08,f83088af99113dbba4978eea89b86d853b6e6a4c,,single doi match
Vos10,c27e6795e38902084b5b4d113ff6fff3927c1873,,single doi match
Vos12a,aa4b53329efa2fa1bc2aae5ab34baa945945125b,,single doi match
Vos19,825003ce25765c8b21815246ebf739eafcce5621,,single doi match
Vos21,f29eb9082f4fd1b632eeea5f668671e6ca685d29,,single doi match
Vree17,f0dff8ace53e7e0c2bd64dd5f18996eedf10e4cb,,single doi match
Vree18,6492ea59487a07b4a2c380daeebebb26a6ff8bc2,,single doi match
Vree18b,cd47d4eae40407bb844a7322d417cb2fe667e6eb,,single doi match
Vree18c,7c3b43419293d766b7b6a69c4606d43cbbc13cd2,"['29351b0458efeec9407831afa5be3e3da58f61e1', '7c3b43419293d766b7b6a69c4606d43cbbc13cd2']","multiple doi matches ['29351b0458efeec9407831afa5be3e3da58f61e1', '7c3b43419293d766b7b6a69c4606d43cbbc13cd2'], took the first one with most citations"
Vree18d,37dd5df4c173aac442ea358dd6135100e21c4451,,single doi match
Vug18,bbb3afacdbf1275e48ff46f21d9ac37574f281a6,,single doi match
Vuka10,4ea221e633c584c7abce455e17071d4d95b5fa9c,,single doi match
Vuka11,c072c0566f86cc9bbd967741584f0b5f2d70f0d4,,single doi match
Vuka12,3e95abdc1bec8622e45fc2258e27f31820754c7b,,single doi match
Waal15,1ed7b8605b403640ecb3443ac8097d8cabf60fe0,,single doi match
Wand17,f450e015384d3f06fb1b1885536cdec1d634c785,,single doi match
Wand17a,d677e08922a1c646ef739f06bae679cc795ba362,"['10123038b80006871abc7396810bed15bfa29387', 'd677e08922a1c646ef739f06bae679cc795ba362']","multiple doi matches ['10123038b80006871abc7396810bed15bfa29387', 'd677e08922a1c646ef739f06bae679cc795ba362'], took the first one with most citations"
Wink15a,8b3995db48fa7ab9539e3aaa72eb71cba8e68802,,single doi match
Witt11,afda5ff4f4b03cd95f1f52ac8886397e46b5300d,,single doi match
Witt12,2f3bebbb947b31dc3f81d4ac5f7e1414e3172f25,,single doi match
Witt12a,2f10f440accedc9e5cac27b58f606939d41b9c0b,,single doi match
Witt12b,55531229b8103969912f6d12933d5c2b30c616e2,,single doi match
Xie20,a7e94f52d1dfb0c5c823032a0b9a70dd0acbb625,,single doi match
Xie23,b0255ad2c81689cfd14ec8573780400a5fbf7b99,,single doi match
Yaka10,45bced603af6c4b11db85018291705262a98768f,,single doi match
Yaka11c,51c17b6d2b1fcd46fef6ceaa5569e39a951cb8a6,,single doi match
Zaid18,ebb0d21c567909e31be5d43d72c8b3020f2708c9,"['ebb0d21c567909e31be5d43d72c8b3020f2708c9', 'fd2239f855b044b6ebe9fac5e0e01951bc9eddb4']","multiple doi matches ['ebb0d21c567909e31be5d43d72c8b3020f2708c9', 'fd2239f855b044b6ebe9fac5e0e01951bc9eddb4'], took the first one with most citations"
Zels15,ff84e1c5bae04497d875a331da0120f8a337d226,,single doi match
Zels17a,deda0fc0508e72e9cece3d27b74b0776e593d055,,single doi match
Zels17b,c2da52941ea09be5f3a56087d52454da941e4fb5,,single doi match
Zels18,c6b1c8590269a5789095eca5f28d49413045fd82,,single doi match
Zels18a,87b0a4836bd2d2caeaea950037ba2bdc9a2443b1,,single doi match
Zels19a,f0d2a9258dcc592bee57f97fe523c1a0c1af5856,,single doi match
Penz21,b7839ad75c2d6ee26bd37e47accf1cc4389e297f,,single doi match
Bili22,0655dcaa39cf41a3609974840f91300d73b4aed1,,single doi match
Aubr22,18e784586cb41d5dfc28e84f4f1c390086c6516d,,single doi match
Merc22,76f8e809b6ffac6eac0806d590c0c2519d75dac2,,single doi match
Mari22,79c9209f3892a5a704abb6be161ca7b41d02775d,,single doi match
Marc22,57c9e588f21034990f834f5f0610959332d3ed70,,single doi match
Muna22,e7158d01e00c44011785e31e48d9082c3b3e08ce,,single doi match
Muna21a,7e43e8a75e61c350cc95862bddae395e662a76cd,,single doi match
Hude20,c52daf1cb971120c4083116cfc213acbaac6faaf,"['c52daf1cb971120c4083116cfc213acbaac6faaf', 'cde27a74addf80ca2b3385a32966d51d35e0b2ff']","multiple doi matches ['c52daf1cb971120c4083116cfc213acbaac6faaf', 'cde27a74addf80ca2b3385a32966d51d35e0b2ff'], took the first one with most citations"
Hend23,70686c2db88212d610871b007083bcc58876b49d,,single doi match
Vina22,6df1dd59f69d05d00e0b41b3220781b614584362,,single doi match
Adam22a,516b2dc6c3761458c8fa6f5759295673e86a42db,,single doi match
Adam22b,c661857719657aac571718e3d48cb66b8fc1e941,,single doi match
Sido23,42f306e5fe8d8a22bc805f0f98e3fd2c292f06ac,,single doi match
Graa22,a46c8e13b227cfc9d208915fdc79a6aff9fc58ea,,single doi match
Wild23a,74612633c1b07655ed9a081d1540deb22a257430,,single doi match
Schu23,77ac189f7a47c859a4bbee196c1ac6a2ac046338,,single doi match
Wild23c,31c44bb386353af1a2dc76bd533eff7433424c45,,single doi match
Bokh23,f7c9d9a217387d3a73a39b232a3bc14e6706b533,,single doi match
Bokh23a,be741d6f455a941f206de7fecb44f81678f385bf,,single doi match
Laar23,97c5ca5dd59f564c88a0f36e74a4f55c1ae66b79,,single doi match
Scho23,69cec4aa46e33d973af972f7b78e5991d8f03601,,single doi match
Eeke23,fc5eb96c03e65d357cb8425a5938f4a6b62be9bd,,single doi match
Linm23,697be6a6398755ff665b968936fef868ec8974bf,,single doi match
Jark22,c90825e6da28cd71598d38dacf09cd1023ad1a74,,single doi match
